country,hours_per_week,num_logins_last_month,videos_watched_pct,assignments_submitted,discussion_posts,is_working_professional,preferred_device,completed_course
12,8,15,0,6,1,1,1,0
18,1,20,0,2,3,1,0,0
9,4,23,0,6,0,1,2,1
16,2,20,0,8,0,1,1,1
10,3,21,0,8,2,1,2,0
9,6,25,0,3,0,0,0,0
5,5,21,0,4,2,0,1,0
18,6,13,0,7,1,1,2,1
6,0,20,0,6,2,0,0,0
11,6,17,0,2,3,1,2,0
15,0,15,0,3,3,0,6,1
11,5,20,0,0,1,1,2,0
9,11,19,0,9,1,1,2,0
3,7,16,0,6,4,1,1,1
7,5,14,1,7,2,1,2,1
8,6,22,0,1,2,1,1,0
0,8,26,0,6,0,1,1,1
3,6,24,0,6,0,1,1,0
0,4,16,0,7,1,0,2,0
4,4,29,0,1,3,1,0,0
10,3,10,0,7,2,1,4,0
2,3,15,0,3,2,0,1,0
2,8,13,0,1,3,1,6,0
4,2,13,0,4,1,1,1,0
4,2,25,0,4,3,1,2,0
17,6,21,0,7,0,1,2,0
3,3,10,0,0,2,0,2,0
6,5,15,0,3,4,1,0,0
15,7,26,0,5,3,1,2,0
17,7,22,0,7,3,0,2,1
16,6,18,0,0,2,1,1,0
6,6,22,0,3,3,0,2,0
11,5,23,0,7,1,0,2,0
18,2,21,0,7,2,0,1,0
15,2,18,0,8,3,1,4,0
6,2,20,0,1,0,0,2,0
6,5,20,0,9,2,0,2,0
2,4,24,0,3,3,1,1,0
18,4,22,0,7,0,0,2,1
10,0,20,0,3,2,1,0,0
4,3,25,0,7,1,0,2,0
6,4,21,0,5,1,0,1,0
1,6,17,0,5,3,1,1,0
16,5,11,0,3,4,1,1,0
18,3,25,0,1,2,1,1,0
2,4,19,0,2,2,1,2,0
18,10,16,0,0,0,0,1,0
17,6,19,0,9,1,1,2,0
11,7,20,0,0,2,1,2,0
13,5,17,0,3,1,1,1,0
0,2,20,0,8,3,1,5,1
0,7,28,0,4,4,1,2,1
17,3,35,0,7,1,1,2,1
13,1,28,0,7,0,1,4,1
4,8,16,0,4,1,1,0,0
10,6,20,0,3,1,0,4,0
7,0,20,0,8,3,0,1,1
10,12,18,0,7,4,0,2,1
4,6,26,0,1,0,1,6,0
9,2,15,0,6,1,1,1,0
15,6,18,0,7,0,1,2,0
11,6,20,0,5,1,0,5,0
13,5,19,0,8,0,1,5,1
6,5,14,0,2,3,1,2,0
0,6,16,0,4,1,1,6,0
11,8,8,0,1,1,0,2,0
8,5,23,0,2,2,1,2,0
7,5,19,0,2,3,1,2,0
5,11,19,1,6,4,0,1,1
4,8,21,0,4,1,1,4,0
8,6,21,0,0,0,0,1,0
18,5,23,0,6,2,1,1,0
12,4,20,0,6,2,1,2,0
18,8,21,0,7,6,1,4,1
2,7,18,0,3,1,0,2,1
10,6,26,0,0,0,1,0,0
15,1,15,0,5,1,0,0,0
15,8,18,1,9,2,1,2,1
10,7,17,0,7,2,1,2,1
9,9,24,0,1,2,0,1,0
7,7,22,0,9,3,1,2,1
0,8,22,0,8,1,1,1,0
2,7,21,0,6,4,1,2,1
18,6,21,0,4,3,1,5,0
17,5,19,0,3,2,0,2,0
11,3,22,1,2,2,0,1,0
11,7,21,0,9,3,0,2,1
11,4,15,0,3,3,0,5,0
3,3,16,0,6,2,1,3,0
12,8,19,0,3,0,1,2,0
17,4,21,0,9,3,0,0,1
13,5,13,0,7,0,0,1,0
8,4,24,0,7,5,1,0,0
7,7,24,0,4,1,1,1,0
8,4,17,0,5,2,0,2,0
2,4,22,0,9,1,1,4,0
11,5,24,0,7,5,1,2,0
2,0,21,0,5,3,0,5,1
15,8,24,0,1,2,1,2,0
13,3,23,0,0,3,1,2,0
4,6,20,0,3,2,0,0,0
15,5,26,0,1,0,0,1,0
13,3,16,0,9,3,0,2,1
6,4,25,0,2,2,0,0,0
13,6,25,0,2,3,1,2,0
8,10,23,0,7,3,1,6,1
7,5,15,0,1,3,1,0,0
3,0,21,0,6,0,0,4,1
11,8,20,0,3,3,0,1,0
5,6,21,0,4,1,1,2,0
15,1,21,0,1,1,1,1,0
11,3,15,0,9,2,0,2,1
2,2,19,0,7,2,0,6,0
4,4,17,0,1,1,1,0,0
6,1,12,0,6,2,1,3,0
13,6,31,0,8,2,0,4,1
6,9,18,0,9,2,1,2,0
15,4,14,0,5,2,1,1,0
18,0,17,0,6,1,0,2,0
12,5,16,0,9,3,1,0,1
5,3,19,0,2,3,0,2,1
7,6,22,0,3,3,0,2,0
16,1,20,0,0,3,0,4,0
4,5,21,0,5,3,0,1,0
11,3,18,0,7,1,1,0,0
2,3,19,0,5,1,1,1,0
0,6,22,0,1,1,0,6,0
11,5,22,0,6,2,1,2,0
18,9,19,0,0,0,1,4,0
2,4,21,0,9,1,1,0,1
15,6,13,0,1,1,1,2,0
18,1,19,0,6,2,1,2,0
9,6,18,0,2,0,1,2,0
7,1,20,0,7,1,1,2,0
11,0,27,0,5,3,1,2,0
9,5,23,0,8,4,1,4,1
2,7,23,0,5,2,1,2,0
12,7,17,0,1,2,1,1,0
0,4,26,0,9,0,0,6,1
15,2,19,0,1,3,0,4,0
13,6,22,0,1,2,1,0,0
17,1,17,0,2,3,1,1,0
16,8,23,0,0,2,1,0,0
5,1,20,0,6,1,0,1,1
4,9,15,0,6,2,0,4,1
2,0,21,1,0,2,1,2,0
2,2,19,0,1,2,1,5,0
5,2,23,0,9,2,1,2,0
11,8,18,0,6,0,0,4,1
17,7,21,0,5,1,1,4,0
8,6,21,0,7,1,0,0,1
11,4,13,0,2,0,1,2,0
6,8,18,0,0,2,1,1,0
4,5,15,0,0,4,1,6,0
18,2,18,0,3,2,0,6,0
16,3,28,0,4,1,0,1,0
4,3,29,0,6,0,0,2,1
12,6,23,0,5,6,0,6,1
17,1,24,0,5,3,1,2,0
9,6,17,0,2,2,1,5,0
0,5,21,0,1,2,1,4,0
12,7,20,0,1,3,0,2,0
7,4,20,0,3,2,0,2,0
14,5,18,0,2,3,0,5,0
2,5,18,0,6,2,0,2,1
9,4,33,0,3,3,1,2,0
11,5,13,0,8,6,1,4,1
10,2,24,0,5,0,0,1,0
8,0,16,0,4,4,1,2,0
17,6,24,0,0,1,1,1,0
0,5,22,0,8,3,0,1,1
8,3,11,0,7,0,1,5,1
16,1,30,0,9,0,1,2,1
4,6,16,0,3,2,1,2,0
9,7,15,0,9,2,1,1,1
11,4,31,0,4,3,1,6,0
18,3,18,0,6,3,0,2,1
14,8,18,0,1,3,1,0,0
18,3,24,0,7,2,1,2,1
18,4,21,0,7,3,1,6,0
2,1,19,0,1,1,0,1,0
15,1,25,0,2,0,0,1,0
9,7,18,0,6,2,1,2,1
0,9,18,0,6,3,0,1,1
9,4,19,0,9,5,1,0,0
6,1,22,0,9,1,0,4,0
8,1,32,0,6,6,1,2,1
10,6,17,0,2,0,1,2,0
6,4,18,0,5,2,1,1,0
0,7,19,0,6,0,1,4,1
6,1,21,0,3,3,0,2,0
11,6,14,0,2,0,1,1,0
7,2,14,0,5,1,1,2,0
18,1,21,0,7,3,1,4,1
13,6,26,0,2,2,0,0,0
12,3,22,0,5,5,1,2,0
4,5,31,0,4,3,0,2,0
5,5,21,0,8,2,1,1,1
11,6,18,0,8,0,0,1,0
3,4,15,0,0,5,1,2,0
11,7,13,0,2,0,1,5,0
9,3,25,0,2,3,1,5,0
4,8,19,0,5,2,1,6,0
4,3,23,0,4,2,1,1,0
15,8,30,0,4,2,1,1,0
10,7,22,0,5,0,0,5,0
10,6,19,0,9,4,0,1,1
13,4,17,0,9,0,1,0,0
9,4,22,0,5,1,0,2,0
3,3,19,0,6,2,1,4,0
17,6,18,0,9,4,1,4,0
17,2,28,0,0,4,1,4,1
3,3,23,0,0,2,0,2,0
2,2,23,0,8,0,1,1,1
2,2,19,0,0,0,0,4,0
6,5,12,0,7,2,0,1,0
5,2,21,0,7,2,1,4,1
8,2,21,0,2,1,0,1,0
9,0,13,0,1,1,0,1,0
17,5,24,0,3,0,0,5,0
4,4,22,0,6,1,1,4,0
12,3,20,0,8,1,1,5,1
18,2,13,0,0,2,1,2,0
13,7,21,0,9,1,0,2,1
6,6,14,0,6,2,1,1,0
2,5,29,0,1,3,1,2,0
11,5,24,0,4,0,1,4,0
10,1,18,1,6,3,1,2,1
13,7,22,0,9,5,1,1,1
0,11,20,0,0,2,0,1,0
0,3,23,0,1,3,0,1,0
17,8,19,0,9,3,0,1,1
18,8,29,0,9,5,1,6,1
14,3,18,0,3,3,1,4,0
2,3,22,0,6,1,0,1,0
6,3,19,0,9,0,1,2,0
13,3,29,0,8,4,1,2,1
7,2,21,0,2,2,1,3,0
18,4,17,0,0,1,1,6,0
13,8,19,0,7,3,0,1,1
8,3,26,0,9,2,1,1,1
15,5,22,0,1,2,0,5,0
15,7,17,0,5,0,1,2,0
7,7,20,0,8,4,0,4,1
5,3,17,0,7,1,1,1,0
8,7,19,0,5,0,1,2,0
0,4,19,0,8,3,1,0,0
18,7,20,0,5,4,1,6,0
3,5,22,0,0,2,1,2,0
17,3,16,0,4,4,1,5,0
9,6,19,0,7,1,1,2,0
8,7,23,0,2,3,1,5,0
4,2,19,0,5,2,0,2,0
16,2,18,0,6,3,0,2,1
9,8,27,0,7,4,1,2,1
15,1,25,0,8,2,1,4,0
8,3,15,0,7,1,0,4,0
4,6,18,0,8,2,0,1,0
16,1,25,0,7,3,1,5,1
8,3,18,0,7,1,1,5,0
13,8,11,0,5,2,1,1,0
2,2,20,0,0,3,1,6,0
0,1,24,0,1,1,1,6,0
7,3,18,0,3,1,1,1,0
10,3,22,0,7,4,1,1,1
7,2,17,0,8,3,1,4,1
18,8,24,0,5,2,0,1,0
13,6,25,1,3,1,0,4,0
18,6,11,0,2,0,0,1,0
4,6,13,0,3,2,0,1,0
4,7,22,0,0,1,1,1,0
2,7,27,0,7,0,0,2,1
9,6,23,0,7,2,1,1,0
5,3,21,0,3,0,0,0,0
2,3,21,0,4,3,1,2,0
1,4,19,0,2,1,1,0,0
11,4,20,0,6,1,0,1,0
8,1,19,0,7,1,1,5,1
4,5,24,0,9,1,0,0,0
9,4,18,0,9,2,1,1,1
6,5,14,0,8,0,0,5,0
11,5,23,0,9,3,0,5,1
8,7,19,0,9,2,0,1,1
15,6,21,0,1,2,1,0,0
10,3,25,0,6,5,0,1,1
0,3,20,0,7,2,0,1,1
15,0,33,1,7,3,0,1,1
7,4,20,0,7,2,1,6,0
8,7,23,0,0,3,1,1,1
7,5,14,0,3,2,0,1,0
2,1,14,0,1,3,1,2,0
13,8,23,0,5,1,1,1,0
12,6,16,0,4,5,0,4,0
6,6,25,0,4,2,0,5,0
18,2,26,0,0,1,1,0,0
17,9,15,0,3,0,0,1,1
9,5,18,0,3,0,0,2,0
17,2,22,0,4,1,1,4,0
7,7,20,0,2,1,1,0,0
4,3,21,0,2,1,1,1,0
13,2,28,0,2,4,0,0,0
11,0,24,0,3,3,0,4,1
11,3,18,0,9,1,0,2,0
4,5,17,0,1,4,0,2,0
9,4,23,0,8,0,0,2,1
14,7,16,0,1,3,0,4,0
7,2,22,0,9,2,1,2,0
9,6,18,0,0,1,1,4,0
4,5,22,0,1,2,0,2,0
9,5,20,0,0,1,0,2,0
17,5,25,0,8,1,1,2,1
17,3,17,0,3,2,1,2,0
8,4,31,0,9,4,1,3,0
3,5,14,0,6,0,1,2,0
9,5,16,0,7,2,1,2,0
4,6,19,0,1,1,1,6,0
2,4,16,0,3,0,1,1,0
0,1,16,0,6,0,0,2,0
7,6,14,0,2,0,1,1,0
17,2,15,0,4,0,0,4,0
11,2,24,0,8,0,1,1,1
3,5,18,0,9,4,1,2,0
13,4,22,0,3,2,1,2,0
16,3,25,0,1,1,1,6,0
4,4,20,0,2,2,1,2,0
2,3,32,0,0,4,1,1,0
9,6,21,0,2,1,0,1,0
6,5,24,0,5,3,1,1,0
10,0,21,0,3,0,1,2,0
4,3,25,0,5,0,1,2,0
13,1,22,0,1,2,0,5,0
3,9,20,0,6,2,0,2,1
4,5,24,0,4,2,1,0,0
17,5,14,0,8,3,1,2,0
9,0,20,0,2,3,0,2,0
6,4,18,0,2,2,1,1,0
3,5,17,0,1,3,1,2,0
4,3,13,0,2,2,1,6,0
6,5,19,0,8,2,1,2,0
7,2,20,0,6,2,1,1,0
12,0,20,0,7,2,1,1,1
17,4,19,0,0,1,1,1,0
11,0,24,0,5,7,0,1,0
17,5,19,0,1,1,1,0,0
2,8,9,0,6,5,1,1,1
13,8,21,0,6,2,0,1,1
6,6,17,0,3,3,0,5,1
8,5,18,1,3,2,1,2,0
11,5,20,0,6,1,0,0,0
10,4,30,0,3,2,1,6,0
8,2,17,0,5,4,0,5,0
11,4,17,0,2,5,0,0,1
3,5,16,0,4,4,0,2,0
5,8,16,1,2,3,0,1,1
9,6,18,0,2,1,1,2,0
5,6,17,0,7,4,0,1,1
11,4,19,0,8,2,1,1,0
5,4,15,0,8,4,0,2,1
11,4,20,0,5,0,0,1,0
18,6,15,0,1,1,0,0,0
6,1,29,0,9,2,1,2,0
8,7,19,0,5,1,1,2,0
12,6,28,1,0,5,1,4,1
14,3,21,0,8,3,0,2,0
6,0,12,0,9,1,1,1,1
15,7,20,0,0,2,1,1,0
12,4,23,0,3,2,0,4,0
18,5,20,0,8,3,1,2,1
0,2,17,0,0,2,0,1,0
0,4,18,0,5,2,1,1,0
10,7,23,0,1,2,0,1,1
3,6,11,0,6,2,1,0,0
15,7,14,0,8,1,1,2,0
17,4,16,0,6,1,0,6,0
4,4,21,1,7,2,0,1,1
13,7,23,0,1,5,1,0,1
7,1,23,0,5,5,1,4,0
17,3,19,0,3,1,1,5,0
5,3,21,0,4,3,1,4,0
6,4,22,0,9,3,0,5,1
4,11,26,0,8,4,1,1,1
17,3,24,0,0,1,0,0,0
10,3,24,1,1,3,1,2,0
4,4,25,0,0,1,1,1,0
15,0,19,0,2,2,1,2,0
6,2,20,0,8,3,1,1,0
0,6,24,0,6,2,0,2,0
12,3,17,0,1,2,0,4,0
8,5,15,0,9,2,1,2,1
7,2,11,0,2,2,1,1,0
17,2,22,0,9,3,0,5,1
4,6,22,0,4,2,0,0,0
4,1,27,0,6,4,1,5,1
11,5,22,0,4,2,0,4,0
0,5,20,0,1,1,0,0,0
3,2,23,0,4,3,0,2,0
0,5,19,0,5,3,0,1,1
12,2,14,0,6,1,1,4,1
13,5,18,0,5,1,1,5,0
0,0,16,0,1,1,0,0,0
3,9,20,0,9,2,0,1,1
6,6,18,0,4,4,1,2,0
9,6,20,0,1,0,0,0,0
11,2,14,0,8,2,1,4,0
7,9,19,0,5,2,0,5,0
2,4,21,0,8,7,0,2,1
16,5,21,0,8,3,0,1,1
2,5,24,0,7,1,0,5,0
17,5,23,0,3,2,0,2,0
2,3,17,0,2,2,0,5,0
15,2,15,0,3,2,0,1,0
3,4,23,0,7,3,1,2,0
6,6,16,0,0,1,1,0,0
13,0,15,0,4,3,0,5,0
13,6,19,0,0,3,0,2,0
15,0,19,0,3,6,1,2,0
8,0,18,0,0,0,1,2,0
6,5,18,0,0,3,1,1,0
3,6,19,0,7,1,1,2,0
9,1,30,0,4,4,1,0,0
8,3,14,0,9,3,1,2,0
15,1,22,0,3,1,0,1,0
16,6,17,0,7,3,1,2,0
5,2,12,0,7,3,0,0,1
13,3,19,0,0,1,1,1,0
15,6,21,0,7,4,0,2,1
15,3,26,0,3,2,0,4,0
9,1,20,0,8,3,1,2,0
17,3,20,0,8,2,0,2,1
15,2,21,0,3,1,1,2,0
8,0,20,0,4,4,0,2,0
15,7,17,0,4,3,0,1,1
6,4,18,0,8,3,0,6,1
7,8,15,0,8,1,0,2,1
12,5,26,0,6,0,1,0,1
6,9,16,0,8,1,1,2,1
16,4,19,0,2,4,1,2,0
9,6,18,0,0,1,1,6,0
17,1,20,0,2,1,1,1,0
9,4,21,0,8,1,1,6,0
2,9,25,0,5,2,1,1,0
18,5,15,0,2,4,1,2,0
17,7,26,0,6,3,0,5,1
8,7,11,0,3,1,0,2,1
2,1,23,0,9,2,0,6,0
18,6,20,0,8,2,0,2,0
9,5,22,0,3,2,1,2,0
0,5,11,0,4,3,1,1,0
13,8,17,0,4,0,1,4,0
12,8,19,0,7,4,0,2,1
17,3,18,0,8,4,1,4,0
3,3,10,0,1,2,0,2,0
16,8,18,0,5,1,0,4,0
7,3,29,0,9,3,1,1,1
0,2,11,0,2,2,1,1,0
2,4,19,0,8,3,0,1,1
9,0,24,0,6,3,0,4,1
10,6,21,0,0,3,0,1,0
15,1,26,0,7,0,1,1,1
16,1,15,0,2,6,0,5,0
2,4,21,0,6,3,0,1,1
2,8,25,0,3,1,1,2,0
15,2,23,0,9,3,1,2,1
0,0,13,0,6,3,1,1,0
4,8,12,0,5,1,1,1,0
4,4,16,0,9,2,0,2,0
3,8,22,0,9,2,1,2,0
4,5,14,0,3,2,0,2,0
18,7,19,0,2,1,1,2,0
16,5,25,0,5,1,0,5,0
7,8,18,0,2,2,1,1,0
7,6,26,0,5,1,1,2,0
8,4,28,0,2,1,0,1,0
13,7,19,0,5,2,1,2,0
14,3,17,0,5,3,1,6,0
2,7,17,0,0,6,0,4,0
17,5,17,0,3,2,0,1,0
10,5,19,0,4,1,0,1,0
0,4,25,0,9,0,0,1,1
8,8,19,0,0,2,1,5,0
17,4,19,0,1,1,0,1,0
15,5,16,0,1,2,1,1,0
5,3,17,0,2,1,1,1,0
8,4,20,0,7,3,1,2,0
16,4,25,0,3,3,1,0,0
4,4,17,0,7,2,1,2,0
8,2,16,0,1,3,0,2,0
17,6,20,0,9,3,0,2,1
14,5,17,0,9,2,1,1,0
18,6,22,0,7,4,0,5,1
5,3,14,0,3,2,0,2,0
8,6,21,0,2,2,1,1,0
17,3,21,0,6,1,0,2,0
9,1,20,0,1,3,1,1,0
7,1,12,0,7,1,1,2,0
1,6,21,0,9,3,1,4,0
18,4,21,0,3,2,0,1,0
15,7,22,0,0,2,0,0,0
10,3,18,0,6,1,1,2,0
9,2,25,0,7,0,0,2,1
2,3,13,0,3,1,0,2,0
0,4,23,0,6,5,0,1,1
17,4,12,0,3,2,1,5,0
15,6,14,0,6,1,1,1,0
13,9,17,0,7,1,1,6,1
2,0,18,0,3,2,1,2,0
16,4,25,0,2,2,1,2,0
13,7,20,0,2,3,1,0,0
11,3,18,0,8,1,1,5,0
0,8,16,0,3,1,0,2,0
15,6,25,0,6,3,0,2,1
17,4,19,0,2,3,1,4,0
5,3,23,1,0,3,0,2,1
16,5,18,0,9,2,1,0,0
17,6,13,0,4,2,0,2,0
7,2,19,0,7,3,1,2,0
8,5,22,0,3,1,1,2,0
8,3,26,0,8,3,0,2,1
17,9,21,0,8,0,1,6,0
3,5,23,0,9,3,0,1,1
5,2,16,0,1,2,1,2,0
16,8,19,0,7,0,0,2,1
16,9,19,0,4,4,1,1,0
0,9,14,0,7,3,0,1,1
7,7,30,0,7,1,1,2,1
15,0,21,0,9,3,0,4,1
5,6,21,0,0,4,1,0,0
12,2,23,0,1,2,1,2,0
13,7,19,0,2,3,0,2,1
0,5,30,0,6,1,1,4,0
3,8,19,0,1,1,1,4,0
6,7,19,0,9,1,1,4,0
17,4,17,0,8,3,1,0,1
12,4,19,0,3,3,1,2,0
7,3,23,0,5,3,0,1,0
4,4,15,0,7,1,0,1,0
16,7,21,0,9,0,0,1,1
5,7,29,0,5,2,0,2,0
5,7,21,0,6,6,1,2,1
9,7,24,0,3,3,0,1,0
5,5,16,0,7,1,0,1,0
7,3,22,0,2,1,0,1,0
18,5,23,0,4,3,1,1,0
13,6,18,0,6,3,0,1,1
11,3,20,0,0,2,1,2,0
4,4,26,0,4,0,0,2,1
17,11,14,0,7,1,0,2,1
4,2,13,0,9,0,1,2,0
17,2,18,0,6,1,1,3,0
18,5,22,0,6,2,0,2,1
2,6,24,0,5,2,1,2,0
2,0,15,0,7,1,1,2,0
14,2,20,0,6,1,1,5,0
7,3,21,0,5,1,0,6,0
11,5,30,0,1,3,1,2,1
13,6,17,0,1,0,0,1,0
9,2,13,0,7,2,1,2,0
4,7,20,0,2,3,1,2,0
15,5,20,0,0,6,1,4,0
11,2,17,0,9,0,1,0,0
17,4,30,0,7,0,1,2,0
8,5,23,0,9,2,0,6,1
2,8,19,0,3,1,1,2,0
0,5,16,0,6,2,1,1,0
3,9,17,0,4,3,1,2,0
11,0,24,0,4,1,1,1,0
10,7,25,0,5,2,1,2,0
9,4,19,0,7,2,1,2,0
12,0,20,0,1,4,1,0,0
4,0,26,0,6,3,1,2,1
9,5,16,0,8,0,0,1,0
5,5,17,0,8,5,0,2,1
10,2,30,0,3,1,1,1,0
5,10,25,0,5,3,1,2,1
17,4,23,0,0,2,0,2,0
11,6,27,0,7,2,1,1,0
17,5,21,0,0,1,1,2,0
9,5,9,0,9,2,1,1,1
4,7,14,0,7,2,1,1,1
18,2,19,0,0,4,0,5,0
8,4,16,0,1,1,1,2,0
16,1,23,0,9,4,1,1,0
5,6,15,0,8,1,1,2,0
5,0,23,0,5,3,1,6,0
8,6,14,0,3,4,1,2,0
6,9,8,0,2,3,0,1,0
4,0,25,0,7,4,1,0,0
17,5,22,0,9,4,1,2,0
7,4,20,0,3,2,0,0,0
11,6,21,0,3,2,0,5,0
6,2,22,0,3,1,0,0,0
15,7,19,0,7,3,1,2,1
9,6,20,0,9,2,1,1,0
2,6,19,0,6,0,1,5,1
18,3,23,0,5,1,0,4,0
6,1,13,0,3,0,0,5,0
18,5,21,0,5,1,1,1,0
9,8,19,0,0,1,1,4,0
2,7,21,0,3,3,0,2,1
5,6,20,1,1,2,1,5,0
13,2,23,0,2,0,1,0,0
7,2,15,0,5,1,1,2,0
15,2,16,0,0,0,0,1,0
17,5,18,0,7,0,1,2,0
11,4,19,0,5,4,1,1,0
8,2,13,0,3,3,1,4,0
2,8,17,0,6,1,1,2,0
15,4,20,0,2,1,1,1,0
7,11,23,0,1,4,1,2,0
4,4,23,0,5,1,1,2,0
8,3,17,0,8,2,1,1,1
18,8,19,0,3,1,1,2,0
15,5,25,0,7,2,1,5,0
8,4,14,0,3,2,1,1,0
3,3,19,0,1,1,1,5,0
13,4,16,0,3,1,1,3,0
9,3,21,0,0,2,1,1,0
18,6,16,0,4,2,1,2,0
2,7,19,0,1,0,1,0,0
10,8,16,0,1,1,1,2,0
16,1,22,0,2,2,1,2,0
9,3,30,0,8,4,0,2,1
2,7,22,0,7,0,1,1,0
8,8,25,0,2,1,0,4,1
0,5,27,0,4,2,1,5,0
15,2,17,0,6,3,1,0,1
4,0,21,0,8,1,1,4,1
5,4,27,0,5,1,0,5,1
3,4,17,0,6,7,1,3,0
9,2,21,0,0,3,1,1,0
15,5,19,0,5,1,1,2,0
0,3,27,0,4,2,0,0,0
8,6,14,0,7,2,1,2,0
2,4,21,0,5,1,0,1,0
5,4,25,0,6,2,1,2,0
7,4,22,0,6,1,1,5,1
15,4,17,0,6,1,1,2,1
6,5,16,0,2,3,1,2,0
7,8,23,0,8,2,1,2,0
15,4,17,0,7,3,1,6,0
4,6,18,0,9,3,0,2,1
11,4,27,0,8,2,1,2,0
15,6,19,0,4,2,1,5,0
10,4,21,0,4,2,1,1,0
12,10,12,0,7,2,0,1,1
7,3,23,0,3,1,1,5,0
0,7,22,0,6,1,1,2,0
2,1,17,0,6,2,0,0,0
2,5,18,0,9,0,1,0,0
10,3,18,0,2,0,1,1,0
4,6,14,0,3,3,0,6,1
2,4,26,0,6,0,0,6,1
0,2,14,0,3,3,1,1,0
9,9,18,0,0,6,1,2,0
6,2,23,0,3,3,1,2,0
15,3,11,0,3,0,1,1,0
17,1,20,0,0,1,1,0,0
0,1,26,0,9,1,1,2,1
4,4,21,0,3,1,1,0,0
17,6,20,0,0,0,1,2,0
7,6,25,0,6,6,0,2,1
8,3,19,0,6,6,1,2,1
2,5,19,0,9,1,1,2,1
14,2,20,0,3,2,0,5,0
5,5,21,0,1,2,1,1,0
8,2,24,0,1,5,1,1,0
6,0,23,0,5,0,0,1,0
2,7,16,0,7,0,1,1,0
12,4,20,0,4,3,1,2,0
5,1,25,0,7,2,1,2,0
16,5,20,0,5,1,1,6,0
13,3,17,0,8,1,1,1,1
16,8,23,0,0,1,1,1,0
2,4,16,0,8,2,1,2,0
11,4,17,0,4,3,1,2,0
13,9,21,0,1,3,1,6,0
13,3,21,0,8,2,1,1,0
9,7,16,0,7,2,0,2,1
2,4,17,0,1,3,1,4,0
3,7,21,0,8,1,1,4,1
5,7,24,0,3,3,1,1,0
17,1,15,0,6,2,1,2,0
17,3,17,0,4,3,1,1,0
13,2,20,0,3,0,1,1,0
13,3,23,0,5,1,1,4,0
13,2,18,0,3,2,1,2,0
7,2,18,0,6,1,1,1,0
2,3,21,0,4,1,0,0,0
3,7,18,0,5,0,1,2,0
14,3,19,0,4,0,0,5,0
8,0,27,0,5,3,0,1,0
7,2,16,0,1,0,1,1,0
4,6,17,0,6,2,0,2,1
6,6,11,0,3,0,0,1,0
7,4,17,0,0,1,0,2,0
11,5,28,0,3,4,1,2,0
14,7,20,0,5,3,1,2,0
4,4,16,0,8,2,1,1,0
4,2,21,0,8,3,0,1,1
2,7,19,0,5,4,1,0,0
2,6,22,0,0,3,1,1,0
9,4,20,0,1,4,1,2,0
7,8,26,0,0,1,0,5,0
11,9,18,0,7,4,0,0,1
3,1,23,0,8,3,1,4,0
7,3,16,0,6,4,0,0,1
12,3,19,0,1,3,1,5,0
11,6,24,0,1,2,1,1,0
8,3,21,0,1,1,0,1,0
15,3,21,0,4,2,1,1,0
12,5,9,0,8,0,1,5,1
2,0,19,0,9,2,0,2,0
3,5,15,0,5,2,1,2,0
13,1,24,0,0,3,1,3,0
18,3,14,0,7,1,0,2,0
18,3,19,0,1,1,1,6,0
3,6,18,0,1,4,1,2,0
3,4,24,0,1,0,1,4,0
7,7,24,0,2,0,1,5,0
17,5,21,0,6,3,0,1,1
11,5,14,0,7,3,0,2,1
13,5,16,0,0,3,0,2,0
7,1,15,0,0,2,0,1,0
10,8,20,0,2,1,0,4,0
2,4,24,0,7,1,0,1,0
6,1,22,0,4,0,0,5,0
3,4,26,0,9,2,0,4,1
4,7,23,0,4,0,1,0,0
8,5,19,0,8,2,0,1,0
11,1,18,0,8,3,0,1,1
0,2,24,0,1,2,1,2,0
17,7,17,0,7,1,1,1,0
1,3,17,0,2,2,0,2,0
4,6,16,0,0,1,0,1,0
18,4,21,0,6,3,1,2,0
13,8,17,0,3,1,1,3,0
2,5,18,0,4,2,1,2,0
3,5,26,0,2,2,0,2,0
15,4,25,0,5,1,1,5,0
6,7,15,1,8,3,1,0,1
11,6,12,0,7,3,0,2,1
15,1,18,0,6,5,0,0,1
13,7,22,0,5,2,1,6,0
1,2,26,0,9,1,1,2,1
5,4,12,0,1,3,1,2,0
17,6,18,0,5,4,1,3,0
18,2,18,0,6,2,1,2,1
8,4,15,0,7,2,0,1,0
2,3,14,0,0,2,1,1,0
9,0,24,0,3,1,1,0,0
9,7,19,0,9,2,0,2,1
6,3,8,0,3,4,1,2,0
7,4,24,0,6,3,1,5,1
7,4,24,0,4,2,1,2,0
8,2,22,0,1,1,0,2,0
6,4,21,0,8,2,0,0,1
13,9,17,0,0,5,1,2,0
11,5,20,0,5,4,1,1,0
14,3,20,0,4,1,1,2,0
18,7,18,0,0,2,0,1,0
6,5,22,0,6,1,0,4,1
11,9,15,0,9,2,0,2,1
16,6,24,0,9,4,0,2,1
8,5,27,0,1,3,1,0,0
0,1,27,0,5,1,1,2,0
16,3,28,0,3,2,1,0,0
3,6,19,0,1,0,1,2,0
15,0,23,0,7,5,0,1,1
13,6,25,0,2,1,1,1,0
2,8,20,0,3,0,0,4,0
17,3,20,1,6,2,1,0,1
3,4,17,0,6,0,0,2,0
7,5,14,0,0,2,1,2,0
6,4,26,0,7,2,0,1,1
